bookrow_id,bookstoreid,storeid,storenumber,storedisplayname,termname,campusname,department,departmentname,coursename,section,sectionname,instructor,schoolname,bookimage,title,edition,author,isbn,materialtype,requirementtype,publisher,publishercode,copyrightyear,pricerangedisplay,booklink,store_url,user_guid,course_codes,created_on,last_updated_on,file_code
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,HCA,Health Care Administration,Legal/Ethical Aspects of H C,01,,Samantha Brower,Mercy College of Health Science,,Legal and Ethical Issues for Health Professionals,5,"Pozgar, George D.",9781284144185,,req,Jones & Bartlett Publishers,,2018-11-01,154.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:8:14,2023-10-9 15:8:14,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,HCA,Health Care Administration,Legal/Ethical Aspects of H C,01,,Samantha Brower,Mercy College of Health Science,,Legal and Ethical Issues for Health Professionals,5,"Pozgar, George D.",9781284144185,,req,Jones & Bartlett Publishers,,2018-11-01,154.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:14:23,2023-10-9 15:14:23,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,HCA,Health Care Administration,Leadership Strategies in H.C.,01,,William Koller,Mercy College of Health Science,,Leadership for Health Professionals,3,Gerald (Jerry) R. Ledlow,9781284109412,,req,Jones & Bartlett Learning,,2017-02-10,133.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:14:23,2023-10-9 15:14:23,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,HCA,Health Care Administration,Ambulatory Care Serv Org & Adm,01,,Gregory Opseth,Mercy College of Health Science,,Cases in Health Care Management,,"Buchbinder, Sharon B., Shanks, Nancy H., Buchbinder, Dale",9781449674298,,req,"Jones & Bartlett Learning, LLC",,2013-02-23,133.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:14:23,2023-10-9 15:14:23,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,HCA,Health Care Administration,Ambulatory Care Serv Org & Adm,01,,Gregory Opseth,Mercy College of Health Science,,Management Lessons from Mayo Clinic: Inside One of the World’s Most Admired Service Organizations,1,BERRY,9780071590730,,req,McGraw-Hill Education,,2008-06-06,36.00,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:14:23,2023-10-9 15:14:23,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,HCA,Health Care Administration,Legal/Ethical Aspects of H C,01,,Samantha Brower,Mercy College of Health Science,,Legal and Ethical Issues for Health Professionals,5,"Pozgar, George D.",9781284144185,,req,Jones & Bartlett Publishers,,2018-11-01,154.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:15:10,2023-10-9 15:15:10,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,HCA,Health Care Administration,Leadership Strategies in H.C.,01,,William Koller,Mercy College of Health Science,,Leadership for Health Professionals,3,Gerald (Jerry) R. Ledlow,9781284109412,,req,Jones & Bartlett Learning,,2017-02-10,133.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:15:10,2023-10-9 15:15:10,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,HCA,Health Care Administration,Ambulatory Care Serv Org & Adm,01,,Gregory Opseth,Mercy College of Health Science,,Cases in Health Care Management,,"Buchbinder, Sharon B., Shanks, Nancy H., Buchbinder, Dale",9781449674298,,req,"Jones & Bartlett Learning, LLC",,2013-02-23,133.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:15:10,2023-10-9 15:15:10,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,HCA,Health Care Administration,Ambulatory Care Serv Org & Adm,01,,Gregory Opseth,Mercy College of Health Science,,Management Lessons from Mayo Clinic: Inside One of the World’s Most Admired Service Organizations,1,BERRY,9780071590730,,req,McGraw-Hill Education,,2008-06-06,36.00,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:15:10,2023-10-9 15:15:10,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,HCA,Health Care Administration,Legal/Ethical Aspects of H C,01,,Samantha Brower,Mercy College of Health Science,,Legal and Ethical Issues for Health Professionals,5,"Pozgar, George D.",9781284144185,,req,Jones & Bartlett Publishers,,2018-11-01,154.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:26:25,2023-10-9 15:26:25,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,HCA,Health Care Administration,Leadership Strategies in H.C.,01,,William Koller,Mercy College of Health Science,,Leadership for Health Professionals,3,Gerald (Jerry) R. Ledlow,9781284109412,,req,Jones & Bartlett Learning,,2017-02-10,133.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:26:25,2023-10-9 15:26:25,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,HCA,Health Care Administration,Legal/Ethical Aspects of H C,01,,Samantha Brower,Mercy College of Health Science,,Legal and Ethical Issues for Health Professionals,5,"Pozgar, George D.",9781284144185,,req,Jones & Bartlett Publishers,,2018-11-01,154.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:29:58,2023-10-9 15:29:58,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,HCA,Health Care Administration,Leadership Strategies in H.C.,01,,William Koller,Mercy College of Health Science,,Leadership for Health Professionals,3,Gerald (Jerry) R. Ledlow,9781284109412,,req,Jones & Bartlett Learning,,2017-02-10,133.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:29:58,2023-10-9 15:29:58,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,HCA,Health Care Administration,Ambulatory Care Serv Org & Adm,01,,Gregory Opseth,Mercy College of Health Science,,Cases in Health Care Management,,"Buchbinder, Sharon B., Shanks, Nancy H., Buchbinder, Dale",9781449674298,,req,"Jones & Bartlett Learning, LLC",,2013-02-23,133.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:29:58,2023-10-9 15:29:58,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,HCA,Health Care Administration,Ambulatory Care Serv Org & Adm,01,,Gregory Opseth,Mercy College of Health Science,,Management Lessons from Mayo Clinic: Inside One of the World’s Most Admired Service Organizations,1,BERRY,9780071590730,,req,McGraw-Hill Education,,2008-06-06,36.00,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:29:58,2023-10-9 15:29:58,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,HCA,Health Care Administration,Legal/Ethical Aspects of H C,01,,Samantha Brower,Mercy College of Health Science,,Legal and Ethical Issues for Health Professionals,5,"Pozgar, George D.",9781284144185,,req,Jones & Bartlett Publishers,,2018-11-01,154.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,HCA,Health Care Administration,Leadership Strategies in H.C.,01,,William Koller,Mercy College of Health Science,,Leadership for Health Professionals,3,Gerald (Jerry) R. Ledlow,9781284109412,,req,Jones & Bartlett Learning,,2017-02-10,133.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,HCA,Health Care Administration,Ambulatory Care Serv Org & Adm,01,,Gregory Opseth,Mercy College of Health Science,,Cases in Health Care Management,,"Buchbinder, Sharon B., Shanks, Nancy H., Buchbinder, Dale",9781449674298,,req,"Jones & Bartlett Learning, LLC",,2013-02-23,133.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,HCA,Health Care Administration,Ambulatory Care Serv Org & Adm,01,,Gregory Opseth,Mercy College of Health Science,,Management Lessons from Mayo Clinic: Inside One of the World’s Most Admired Service Organizations,1,BERRY,9780071590730,,req,McGraw-Hill Education,,2008-06-06,36.00,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,HCA,Health Care Administration,Health Care Admin Capstone,01,,Gregory Opseth,Mercy College of Health Science,,Cornerstones for College Success,7,"Sherfield, Robert; Moody, Patricia",9780321860477,,req,Pearson,,2013-01-04,106.65,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,MS,Mathematical Sciences,Research Methodologies,01,,Jeannine Matz,Mercy College of Health Science,,Understanding Research Methods : An Overview of the Essentials,10,"Patten, Mildred L., Newhart, Michelle",9780415790529,,req,Routledge,,2017-08-01,110.00,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,MA,Medical Assisting,Medical Assistant Admin Proc I,01,,Ashley Barnard,Mercy College of Health Science,,"Cengage Unlimited, Multi-term (12 months) Instant Access",1,Cengage Cengage,9780357700013,,req,Cengage Learning,,2018-03-08,189.99,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,MA,Medical Assisting,Medical Assistant Admin Proc I,02,,Ashley Barnard,Mercy College of Health Science,,"Cengage Unlimited, Multi-term (12 months) Instant Access",1,Cengage Cengage,9780357700013,,req,Cengage Learning,,2018-03-08,189.99,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,MA,Medical Assisting,Anatomy and Physiology,01,,Timothy Pearson,Mercy College of Health Science,,Fundamentals of Anatomy and Physiology,004,Rizzo,9781285174150,,req,Cengage,,,144.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,MA,Medical Assisting,Anatomy and Physiology,02,,Timothy Pearson,Mercy College of Health Science,,Fundamentals of Anatomy and Physiology,004,Rizzo,9781285174150,,req,Cengage,,,144.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,MA,Medical Assisting,Diseases of the Human Body,01,,Misty Sachs,Mercy College of Health Science,,"Human Diseases, 5th edition",5,Marianne Neighbors/Ruth Tannehill-Jones,9781337396790,,req,Cengage,,,127.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,MA,Medical Assisting,Diseases of the Human Body,02,,Misty Sachs,Mercy College of Health Science,,"Human Diseases, 5th edition",5,Marianne Neighbors/Ruth Tannehill-Jones,9781337396790,,req,Cengage,,,127.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,MA,Medical Assisting,Medical Asst Clinical Proc II,01,,Sanela Vatres,Mercy College of Health Science,,"Essentials of Pharmacology for Health Professions, 9th edition",9,Bruce Colbert/Adam James/Elizabeth Katrancha,9780357618301,,req,Cengage,,2022-02-01,127.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,MA,Medical Assisting,Medical Asst Clinical Proc II,01,,Sanela Vatres,Mercy College of Health Science,,MEDICAL ASSISTING,009,,9780357502815,,req,Cengage,,,150.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,MA,Medical Assisting,Medical Asst Clinical Proc II,02,,Sanela Vatres,Mercy College of Health Science,,"Essentials of Pharmacology for Health Professions, 9th edition",9,Bruce Colbert/Adam James/Elizabeth Katrancha,9780357618301,,req,Cengage,,2022-02-01,127.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,MA,Medical Assisting,Medical Asst Clinical Proc II,02,,Sanela Vatres,Mercy College of Health Science,,MEDICAL ASSISTING,009,,9780357502815,,req,Cengage,,,150.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,MA,Medical Assisting,Medical Asst Profsnl Component,01,,Ashley Barnard,Mercy College of Health Science,,"Cengage Unlimited, Multi-term (12 months) Instant Access",1,Cengage Cengage,9780357700013,,req,Cengage Learning,,2018-03-08,189.99,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,NSGB,Nursing - BSN,Prog Orientation & Prof Writ,01,,Kim Oswald,Mercy College of Health Science,,Publication Manual of the American Psychological Association,7,American Psychological Association,9781433832161,,req,American Psychological Association,,2019-10-01,31.99,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,NSGB,Nursing - BSN,Info & Financial Mgt in Nrsing,01,,"Jane Degooyer, Amy Stewart",Mercy College of Health Science,,Financial Management for Nurse Managers and Executives,5,"Finkler, Steven A., Jones, Cheryl Bland, Mose, Jason, Kovner, Christine Tassone",9780323415163,,req,Elsevier Australia,,2018-03-01,0.00,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,NSGB,Nursing - BSN,Info & Financial Mgt in Nrsing,01,,"Jane Degooyer, Amy Stewart",Mercy College of Health Science,,Health Informatics : An Interprofessional Approach,2,"Nelson, Ramona, Staggers, Nancy",9780323402316,,req,Elsevier - Health Sciences Division,,2017-02-01,97.98,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,NSGB,Nursing - BSN,Info & Financial Mgt in Nrsing,01,,"Jane Degooyer, Amy Stewart",Mercy College of Health Science,,Publication Manual of the American Psychological Association,7,American Psychological Association,9781433832161,,req,American Psychological Association,,2019-10-01,31.99,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,NSGB,Nursing - BSN,Research and Evidence Based Pr,01,,"Jane Degooyer, Deborah Yaddow",Mercy College of Health Science,,Evidence-Based Nursing,4,Sarah Jo Brown,9781284099430,,req,Jones & Bartlett Learning,,2016-10-18,129.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,NSGB,Nursing - BSN,Research and Evidence Based Pr,01,,"Jane Degooyer, Deborah Yaddow",Mercy College of Health Science,,Publication Manual of the American Psychological Association,7,American Psychological Association,9781433832161,,req,American Psychological Association,,2019-10-01,31.99,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,NSGB,Nursing - BSN,Advocacy & Health Policy,01,,"Jane Degooyer, Deborah Yaddow",Mercy College of Health Science,,"Nurses Making Policy, Third Edition",3,,9780826166456,,req,Springer Publishing LLC,,,110.00,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,NSGB,Nursing - BSN,Advocacy & Health Policy,01,,"Jane Degooyer, Deborah Yaddow",Mercy College of Health Science,,Publication Manual of the American Psychological Association,7,American Psychological Association,9781433832161,,req,American Psychological Association,,2019-10-01,31.99,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,NSGB,Nursing - BSN,Community Health Nursing,01,,"Jane Degooyer, Sarah Hamilton",Mercy College of Health Science,,Publication Manual of the American Psychological Association,7,American Psychological Association,9781433832161,,req,American Psychological Association,,2019-10-01,31.99,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,NSGB,Nursing - BSN,Community Health Nursing,01,,"Jane Degooyer, Sarah Hamilton",Mercy College of Health Science,,McKenzie's An Introduction to Community & Public Health,10,Denise Seabert; James F. McKenzie; Robert R. Pinger,9781284202687,,req,Jones & Bartlett Learning,,,145.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,NSGB,Nursing - BSN,BSN Prof Nursing Practice,01,,"Kim Oswald, Jane Degooyer",Mercy College of Health Science,,Professional Nursing : Concepts and Challenges,9,"Black, Beth",9780323551137,,req,Elsevier - Health Sciences Division,,2019-09-02,84.99,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,NSGB,Nursing - BSN,BSN Prof Nursing Practice,01,,"Kim Oswald, Jane Degooyer",Mercy College of Health Science,,Publication Manual of the American Psychological Association,7,American Psychological Association,9781433832161,,req,American Psychological Association,,2019-10-01,31.99,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall-2023-10-week-term,Mercy College of Health Science,NSGB,Nursing - BSN,BSN Prof Nursing Practice,01,,"Kim Oswald, Jane Degooyer",Mercy College of Health Science,,The New Leadership Challenge: Creating the Future of Nursing,6th,"Sheila C. Grossman, Theresa M. Valiga",9781719640411,,req,F.A. Davis Company,,,65.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall 2023,Mercy College of Health Science,DMS,Diagnostic Medical Sonography,Foundations of Ultrasound,01,,"Kate Michel, Adrienne St Clair",Mercy College of Health Science,,Craig's Essentials of Sonography and Patient Care,4,"de Jong, M. Robert",9780323416344,,req,Elsevier - Health Sciences Division,,2017-10-01,89.99,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall 2023,Mercy College of Health Science,DMS,Diagnostic Medical Sonography,Foundations of Ultrasound,01,,"Kate Michel, Adrienne St Clair",Mercy College of Health Science,,Student Success for Health Professionals Simplified,3,Laurie Kelly McCorry & Jeff Mason,9781975114459,,req,Jones & Bartlett Learning,,2020-03-01,71.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall 2023,Mercy College of Health Science,DMS,Diagnostic Medical Sonography,Ultrasound Physics I,01,,Adrienne St Clair,Mercy College of Health Science,,Understanding Ultrasound Physics,4,,9780962644450,,req,EPS,,2012-01-01,109.00,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall 2023,Mercy College of Health Science,DMS,Diagnostic Medical Sonography,Applied Cardiovascular I,01,,"Kelly Kraska, Adrienne St Clair",Mercy College of Health Science,,A Sonographer's Guide to the Assessment of Heart Disease,,"Anderson, Bonita",9780992322205,,req,MGA Graphics,,2014-01-02,149.00,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall 2023,Mercy College of Health Science,DMS,Diagnostic Medical Sonography,Applied General I,01,,Adrienne St Clair,Mercy College of Health Science,,FA 2023 Rad Mercy College Sonography Print + Electronic Custom Package,,,9780443304224,,req,Elsevier,,,375.88,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall 2023,Mercy College of Health Science,DMS,Diagnostic Medical Sonography,Applied General I,01,,Adrienne St Clair,Mercy College of Health Science,,FA 2023 Rad Mercy College Sonography Print Custom Package,,,9780443304231,,req,Elsevier,,,390.38,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall 2023,Mercy College of Health Science,EMS,Emergency Medical Services,Foundations Paramedic Prac I,01,,"Gabriel Schreiber, Cheryl Blazek",Mercy College of Health Science,,Nancy Caroline's Emergency Care in the Streets Includes Navigate 2 Essentials Access + Nancy Caroline's Emergency Care in the Streets Student Workbook,8,AAOS,9781284142280,,req,"Jones & Bartlett Learning, LLC",,2017-12-08,473.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall 2023,Mercy College of Health Science,EMS,Emergency Medical Services,Foundations Paramedic Prac I,01,,"Gabriel Schreiber, Cheryl Blazek",Mercy College of Health Science,,"Pediatric Emergency Assessment, Recognition, and Stabilization Provider Manual",,American Heart Association Staff,9781616695521,,req,"American Heart Association, Incorporated",,2017-08-29,39.50,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall 2023,Mercy College of Health Science,EMS,Emergency Medical Services,Foundations Paramedic Prac I,02,,Cheryl Blazek,Mercy College of Health Science,,Nancy Caroline's Emergency Care in the Streets Includes Navigate 2 Essentials Access + Nancy Caroline's Emergency Care in the Streets Student Workbook,8,AAOS,9781284142280,,req,"Jones & Bartlett Learning, LLC",,2017-12-08,473.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall 2023,Mercy College of Health Science,EMS,Emergency Medical Services,Foundations Paramedic Prac I,02,,Cheryl Blazek,Mercy College of Health Science,,"Pediatric Emergency Assessment, Recognition, and Stabilization Provider Manual",,American Heart Association Staff,9781616695521,,req,"American Heart Association, Incorporated",,2017-08-29,39.50,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall 2023,Mercy College of Health Science,HCA,Health Care Administration,Health Care Delivery in US,01,,William Koller,Mercy College of Health Science,,Delivering Health Care in America: a Systems Approach,8,"Shi, Leiyu, Singh, Douglas A.",9781284224610,,req,"Jones & Bartlett Learning, LLC",,2021-08-01,98.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall 2023,Mercy College of Health Science,HCA,Health Care Administration,Health Care Delivery in US,01,,William Koller,Mercy College of Health Science,,"Eleventh Hour: A Tale of Compassion, Service, Power, and Politics",,"McDermott, Richard E.",9780967507224,,req,Traemus Books,,2008-12-01,24.95,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall 2023,Mercy College of Health Science,HCA,Health Care Administration,Health Care Economics,01,,Samantha Brower,Mercy College of Health Science,,Economics for Healthcare Managers,4,"Lee, Robert H.",9781640550483,,req,Health Administration Press,,2019-02-01,0.00,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
,1133,,,mchs,Fall 2023,Mercy College of Health Science,HM,Humanities,Eng Composition I,01,,Amy MacKrell,Mercy College of Health Science,,"A Pocket Style Manual, APA Version, 2020 Update",8,Diana Hacker; Nancy Sommers,9781319360092,,req,Bedford/St. Martin's,,2020-06-04,19.99,,https://mchs.textbookx.com/institutiol/index.php,,,2023-10-9 15:35:15,2023-10-9 15:35:15,
